region	africa	4.070194	21.824559
region	china	35.000074	104.999927
region	asia	35.000074	104.999927
region	europe	49.646237	10.799454
region	japan_korea	35.845119	136.736386
region	japan korea	35.845119	136.736386
region	north_america	28.2367447	-97.738017
region	north america	28.2367447	-97.738017
region	oceania	-25.0562891	152.008576
region	south_america	-13.083583	-58.470721
region	south america	-13.083583	-58.470721
region	south_asia	24.485438	76.513158
region	south asia	24.485438	76.513158
region	southeast_asia	3.020567	112.390683
region	southeast asia	3.020567	112.390683
region	west_asia	34.000094	48.732280
region	west asia	34.000094	48.732280

country	Afghanistan	33.7680065	66.2385139
country	Albania	41.000028	19.9999619
country	Algeria	28.0000272	2.9999825
country	Andorra	42.5407167	1.5732033
country	Angola	-11.8775768	17.5691241
country	Antigua and Barbuda	17.2234721	-61.9554608
country	Argentina	-37.052315	-64.869142
country	Armenia	40.7696272	44.6736646
country	Aruba	12.5013629	-69.9618475
country	Australia	-24.7761085	134.755
country	Austria	47.5162	14.5501
country	Azerbaijan	40.3936294	47.7872508
country	Bahamas	24.7736546	-78.0000547
country	Bahrain	26.0667	50.5577
country	Bangladesh	24.506442	90.041454
country	Barbados	13.1500331	-59.5250305
country	Belarus	53.704205	28.247691
country	Belgium	50.707735	4.677726
country	Belize	16.8259793	-88.7600927
country	Benin	9.961027	2.327362
country	Bermuda	32.3018217	-64.7603583
country	Bhutan	27.549511	90.5119273
country	Bolivia	-17.0568696	-64.9912286
country	Bonaire	12.167	-68.29096143734236
country	Bosnia and Herzegovina	43.9159	17.6791
country	Botswana	-23.1681782	24.5928742
country	Brazil	-10.3333332	-53.1999999
country	Brunei	4.5353	114.7277
country	Bulgaria	42.782450	25.193668
country	Burkina Faso	12.78998	-1.683734
country	Burundi	-3.3634357	29.8870575
country	Cabo Verde	16.0000552	-24.0083947
country	Cambodia	13.0	105.0
country	Cameroon	4.6125522	13.1535811
country	Canada	61.0666922	-107.991707
country	Cayman Islands	19.703182249999998	-79.9174627243246
country	Central African Republic	7.0323598	19.9981227
country	Chad	15.6134137	19.0156172
country	Chile	-31.7613364	-71.3187696
country	China	33.394333	104.689839
country	Colombia	2.893108	-73.7845142
country	Costa Rica	10.0379	-83.818759
country	Côte d'Ivoire	7.9897371	-5.5679458
country	Croatia	45.1	15.2
country	Cuba	23.0131338	-80.8328748
country	Curacao	12.1845	-68.9640875031406
country	Cyprus	34.965802	33.171772
country	Czech Republic	49.8175	15.473
country	Democratic Republic of the Congo	-4.0383	21.7587
country	Denmark	56.2639	9.5018
country	Djibouti	11.85677545	42.757784519943655
country	Dominica	15.4185147	-61.3363561
country	Dominican Republic	19.0974031	-70.3028026
country	Ecuador	-1.0541	-78.1489
country	Egypt	26.8206	30.8025
country	El Salvador	13.8000382	-88.9140683
country	Equatorial Guinea	1.613172	10.5170357
country	Estonia	58.850111	25.808524
country	Eswatini	-26.5624806	31.3991317
